SYMBOL	adj.P.Val	P.Value	logFC
4933403L16Rik	0.0481	0.00186351	1.607363
Hist1h2be	0.0515	0.00229743	1.6085
Ltbp4	0.0434	0.00135945	1.608565
Unc5c	0.057	0.00314505	1.608855
Rtn2	0.0668	0.00538341	1.615361
4732467B22	0.0807	0.00873618	1.617125
Htr1b	0.0621	0.00417165	1.618091
2810453L12Rik	0.0677	0.00560758	1.619485
BC006583	0.0668	0.0054065	1.621176
AI481750	0.0488	0.00196924	1.624547
Nalp5	0.087	0.01031411	1.62632
Vldlr	0.0477	0.00179542	1.627818
Tmem47	0.0654	0.0049028	1.628534
Mtap2	0.0304	0.00046582	1.642516
Clec3b	0.0166	0.00003145	1.642703
Mbd1	0.0746	0.00721328	1.64336
Wfdc1	0.0583	0.00335413	1.646005
Gucy1b3	0.0791	0.00826774	1.650803
C030014K22Rik	0.1111	0.01833566	1.65322
Tacr3	0.1391	0.02942853	1.658157
Cdyl	0.1745	0.04565149	1.659499
Ehmt1	0.1197	0.02145452	1.66078
Stc2	0.0609	0.0038286	1.66488
Fgf13	0.0803	0.0085365	1.665931
Dgkg	0.025	0.00022186	1.667357
Thsd4	0.0309	0.00049028	1.672456
Astn2	0.1616	0.03946471	1.67601
Bex4	0.076	0.00746687	1.676623
Kcnb1	0.0199	0.00008625	1.683423
Cd209d	0.0542	0.00263885	1.683463
Gucy1a3	0.0366	0.00081885	1.685543
Pgm5	0.0662	0.00510004	1.686444
4921520G13Rik	0.1308	0.02619762	1.689198
Gja9	0.1603	0.0387404	1.689272
2810003C17Rik	0.0425	0.00130282	1.689787
Elovl2	0.1148	0.01968957	1.691945
D430039N05Rik	0.0314	0.0005067	1.69253
Zfp612	0.0627	0.00435332	1.697517
Amd2	0.0953	0.01278654	1.703283
Clcnkb	0.081	0.00879149	1.703803
Alox12	0.0178	0.0000656	1.708066
Stx1a	0.0381	0.00092073	1.709152
Grik5	0.1739	0.04516268	1.709862
Wasf1	0.0235	0.00017451	1.714248
V1re7	0.0791	0.00823573	1.71538
Myoz2	0.0601	0.00369963	1.716887
Camk1d	0.1045	0.01590444	1.718384
Sgca	0.0621	0.00415685	1.719626
LOC432879	0.1469	0.03257562	1.720201
V1rg11	0.1803	0.04837801	1.727059
Slc4a1	0.1024	0.015028	1.727637
4933409N07Rik	0.0337	0.00059147	1.729613
2410004L22Rik	0.056	0.00290583	1.735069
Laptm4b	0.1087	0.01728946	1.737157
Pcolce2	0.0178	0.00005113	1.737442
1700019D03Rik	0.0251	0.00025579	1.737508
Ktn1	0.1784	0.04757758	1.740107
Cdk8	0.1641	0.0404688	1.741957
Dido1	0.1671	0.04176593	1.742372
Kcnj3	0.135	0.0278216	1.743333
Mef2c	0.0668	0.00537168	1.744922
Senp6	0.1339	0.02742857	1.748537
Ogn	0.0425	0.00127471	1.75047
E130115E03Rik	0.0884	0.01073805	1.752002
6430598A04Rik	0.1094	0.0175253	1.754258
Apba1	0.1146	0.01964197	1.76298
Dtna	0.0515	0.00223995	1.763409
Vldlr	0.046	0.00161918	1.763508
Brip1	0.0358	0.00078415	1.766837
Myocd	0.0593	0.00356058	1.767389
Bdh	0.0213	0.00014786	1.768425
Zfp235	0.1271	0.02439441	1.768771
E130203B14Rik	0.0253	0.00028244	1.769305
Pipox	0.046	0.0016147	1.771509
Creb5	0.0378	0.00089917	1.775134
Fbxo27	0.0253	0.00028216	1.776003
Ctnnbl1	0.0349	0.0006826	1.77651
Sult1b1	0.0515	0.00223836	1.777925
E130203B14Rik	0.082	0.00910812	1.778924
Pde5a	0.027	0.00034738	1.78143
Vit	0.0207	0.00009357	1.786672
Chst10	0.0486	0.0019001	1.786702
Rgs17	0.1322	0.02675644	1.78739
Zfp85-rs1	0.0639	0.0045119	1.789221
Epha1	0.074	0.00699374	1.791265
Wdr41	0.1806	0.0486724	1.796402
Eif3s3	0.1605	0.03896884	1.798159
Utp14b	0.0782	0.00800079	1.799582
Cald1	0.0563	0.00295287	1.806216
F630022B06Rik	0.0166	0.00001747	1.810187
Epm2aip1	0.131	0.0263146	1.812329
Kcnma1	0.1368	0.02849315	1.813904
Olfml2b	0.017	0.00003506	1.81425
6330403K07Rik	0.0697	0.00604028	1.815701
2700055K07Rik	0.0253	0.00028321	1.818592
Asf1a	0.0446	0.0014851	1.823965
Prkab2	0.1211	0.0220352	1.825643
Paf1	0.086	0.01006456	1.829772
Nags	0.0178	0.00004439	1.832134
Zfp367	0.1271	0.02437197	1.832314
Klhl11	0.0356	0.00074838	1.836132
Bmp3	0.0475	0.00175176	1.836633
Des	0.0562	0.00293498	1.850356
Gucy1a3	0.0366	0.00082283	1.850599
Mtap1b	0.0542	0.00271274	1.852262
Npnt	0.0566	0.00304562	1.85597
Gja6	0.0668	0.00537366	1.856938
D130016K21Rik	0.0515	0.00226102	1.85704
Nkx6-1	0.0561	0.00292558	1.862839
2210407G14Rik	0.0522	0.00237809	1.863417
Nfat5	0.0979	0.01357447	1.863742
Erdr1	0.1216	0.02224862	1.870278
Snca	0.1454	0.03182479	1.870338
Dgkb	0.0616	0.00399466	1.871519
Artn	0.0502	0.00213705	1.874534
Retnla	0.0612	0.0039522	1.879043
Atp1b2	0.0381	0.00091448	1.883736
Fmo3	0.0885	0.01076306	1.88952
Agc1	0.0333	0.00057262	1.892748
Dppa4	0.0684	0.00572223	1.895648
Olfr1079	0.181	0.04891752	1.899919
Hhip	0.0868	0.01026652	1.907263
Hyal1	0.0277	0.00036494	1.909246
Mtap1b	0.0609	0.00382863	1.911009
Rasl10b	0.0697	0.00601312	1.913636
Hpca	0.0542	0.00269058	1.919318
Nrgn	0.0395	0.00109887	1.932006
Dusp8	0.0464	0.00168225	1.937772
Calr3	0.1732	0.04489308	1.940732
Dnajb5	0.057	0.00318278	1.945265
Grm7	0.1004	0.01459041	1.950869
Cutl2	0.0477	0.00180455	1.958412
Ppm1e	0.0677	0.00560549	1.968679
Hibch	0.1131	0.01914604	1.969601
4930474N05	0.0488	0.00196735	1.970906
1700123L14Rik	0.1732	0.04485781	1.975768
L3mbtl	0.0709	0.0062989	1.983614
9030224M15Rik	0.0637	0.00448021	1.986146
Olfr651	0.1639	0.04031036	1.998165
Igsf9	0.1557	0.03655297	2.006528
Hbb-b1	0.0477	0.00180722	2.007978
Fbxo30	0.0621	0.00416265	2.009897
Nr4a2	0.1108	0.01805777	2.02079
Nanos1	0.0501	0.00212459	2.02545
Cmya1	0.0352	0.00069678	2.032969
Appbp1	0.1105	0.01792581	2.034289
Pcdhga2	0.1146	0.01962361	2.039905
AI415330	0.0166	0.00002116	2.041858
Mcm6	0.1133	0.01928468	2.045839
AI467503	0.1277	0.02467002	2.04839
Ksr2	0.0616	0.00401307	2.048653
Ptpla	0.1533	0.03551734	2.058577
Gls2	0.1446	0.03152249	2.059375
Mc1r	0.1054	0.0162206	2.061895
Cnn1	0.0486	0.00189954	2.063031
Cacnb2	0.1264	0.0241825	2.063723
Kcnj14	0.1368	0.02853733	2.066538
Lin7b	0.0644	0.00465311	2.068641
2310034L04Rik	0.0235	0.00018352	2.075769
Tubb2	0.0621	0.00422536	2.07781
Scin	0.0337	0.0006036	2.082352
D130049O21Rik	0.1125	0.01876113	2.082962
Col4a3bp	0.1082	0.01719223	2.089141
Dusp1	0.0247	0.00020522	2.095705
Kcna10	0.0748	0.00726069	2.096457
Rgs4	0.0178	0.00006134	2.09666
Tm4sf10	0.0616	0.00400178	2.109026
Timd4	0.0996	0.01428547	2.109813
Galr1	0.1203	0.02169943	2.117982
Timm23	0.1605	0.03893592	2.132391
Dtna	0.0356	0.00074862	2.13395
Slc1a2	0.0979	0.01359458	2.142442
Dnajb4	0.0644	0.00467518	2.146457
Tmem161a	0.0166	0.00001729	2.16208
Gria1	0.0729	0.00669615	2.165432
Dnaja2	0.0998	0.01434189	2.169029
Agc1	0.0235	0.00018361	2.17838
2310043L02Rik	0.0712	0.00637427	2.182393
Kcnab1	0.0348	0.00066669	2.184672
Chl1	0.0339	0.00063634	2.190198
Cytl1	0.0542	0.00266604	2.198835
Lrrc2	0.1129	0.01901105	2.209632
Lnpep	0.0445	0.00145314	2.210104
Tacc2	0.1457	0.03193478	2.230968
Ibsp	0.0616	0.00399067	2.231058
Maff	0.1028	0.01535768	2.250249
Gpc6	0.0166	0.00000409	2.252732
BC037703	0.0627	0.00436603	2.262
Actg2	0.0439	0.00142043	2.26654
LOC433720	0.0779	0.00794536	2.26856
Omd	0.0727	0.00663114	2.278232
6530413N01Rik	0.0477	0.00181587	2.279854
Pcm1	0.122	0.02242246	2.285577
Stard6	0.0235	0.00018474	2.294567
Zfp652	0.1204	0.02180837	2.297299
LOC268935	0.033	0.00055959	2.301544
Nrtn	0.0394	0.00108949	2.310399
Colec12	0.1733	0.04493787	2.318754
D630003M21Rik	0.1661	0.04136545	2.320815
1700012H05Rik	0.1166	0.02040406	2.323042
Kcnab1	0.0267	0.00032457	2.323681
Ian1	0.0714	0.00641692	2.323872
Npy1r	0.0253	0.00027976	2.329387
Bmpr1b	0.0644	0.00467583	2.329645
Scube3	0.0207	0.00012538	2.334781
Sema3d	0.0522	0.00241396	2.337449
Nme5	0.0845	0.00964575	2.364989
Acyp1	0.0581	0.00333093	2.36746
Asb7	0.0502	0.00213882	2.379817
Hoxc12	0.0621	0.00419193	2.383777
Pcdha11	0.0759	0.00744826	2.386696
Adh7	0.0255	0.00029391	2.393087
Ogn	0.1479	0.03311915	2.393934
Ube2d1	0.149	0.03362844	2.398936
A930041G11Rik	0.0425	0.00130351	2.4008
2410116G06Rik	0.057	0.0031462	2.402818
Tesc	0.1033	0.01558731	2.427992
Cyp2a5	0.1129	0.0190031	2.430919
Gusb	0.0166	0.00000464	2.46085
Nxf	0.0183	0.00007646	2.481483
2410012C07Rik	0.1593	0.03819802	2.482488
1190003M12Rik	0.0678	0.00564414	2.499758
Pitpnm3	0.0384	0.00097087	2.504547
Atf3	0.0178	0.0000444	2.504603
Dtna	0.1262	0.02409688	2.521462
Ngef	0.0178	0.00005624	2.530403
Noxo1	0.0166	0.00001453	2.539613
BC055107	0.0178	0.00005832	2.550772
Rhbdl4	0.0488	0.00196099	2.55566
Gnao	0.0352	0.00069028	2.580599
Olfr192	0.0948	0.01259953	2.585086
Cav3	0.0685	0.00578219	2.587307
Hspb7	0.1396	0.02968226	2.610174
1110004B15Rik	0.0654	0.00489448	2.616607
Ecm2	0.088	0.01062824	2.653486
Bmpr1b	0.0665	0.00530329	2.668658
Ndrg4	0.1033	0.01562697	2.674551
D8Ertd319e	0.0383	0.00095717	2.687485
Hnrpa2b1	0.177	0.04692196	2.687671
2410125J01Rik	0.0918	0.01170309	2.713375
Slc35f4	0.0621	0.00415684	2.748855
Tmem16b	0.0924	0.01193378	2.760056
4930478A21Rik	0.1625	0.03978077	2.760367
Tdpoz5	0.1781	0.04740155	2.762301
Synpo2	0.0921	0.01182965	2.764504
A830091I15Rik	0.0944	0.01241412	2.791612
B930018B01	0.0235	0.00018524	2.855716
Tcap	0.025	0.00021574	2.863445
Syngr3	0.0373	0.00088116	2.869163
Elavl4	0.0934	0.01215229	2.87541
Tnc	0.064	0.00452396	2.884737
Fbxl13	0.0182	0.00006875	2.895805
Lrrtm2	0.0915	0.01164323	2.90482
Hspa1a	0.0474	0.00173979	2.920029
Cyp3a13	0.0659	0.00502164	2.968051
Rpgr	0.1745	0.04557504	3.040005
Crybb2	0.1149	0.01974052	3.045769
Usp53	0.0621	0.00417059	3.057615
Fgf13	0.0563	0.00296046	3.096443
2310057M21Rik	0.0621	0.00420364	3.097378
Phex	0.0357	0.00076548	3.101674
1520401A03Rik	0.1465	0.03237409	3.16666
Fos	0.0337	0.00059895	3.186026
Kcnk1	0.0277	0.00036431	3.225483
Olfr869	0.1343	0.02758643	3.22945
Optc	0.025	0.00021308	3.238819
Bves	0.04	0.00112504	3.368547
Cacna2d3	0.0812	0.00890808	3.398865
Gpsm2	0.0563	0.00294243	3.410165
Has3	0.0218	0.00015434	3.731646
Wif1	0.0166	0.00001983	3.774132
Rab9b	0.0954	0.01280843	3.785674
Usp29	0.0381	0.00092371	3.945928
LOC654472	0.1106	0.01795286	3.974954
Ppp1r1b	0.057	0.00309502	4.166736
Arrdc3	0.0461	0.00163305	4.241406
Tspan11	0.123	0.02272433	4.562292
Adam7	0.1254	0.02385622	5.231733
